6,TP-LINK_7640,20:6b:e7:33:76:40,AES,WPA1PSKWPA2PSK,18,11b\/g\/n,BELOW,-1
6,Fergus_House_Wi-Fi,88:5b:dd:b4:7c:d4,AES,NONE,60,11b\/g\/n,NONE,-1
